name,diet,period,lived_in,type,length,taxonomy,named_by,species,link,image,coordinates,latitude,longitude,modified_period
Rhabdodon,Herbivorous,Late Cretaceous 76-70 million years ago,Spain,Euornithopod,4.0,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Rhabdodontidae,Matherton (1869),Priscus,https://www.nhm.ac.uk/discover/dino-directory/rhabdodon.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/rhab.jpg,España,39.3260685,-4.8379791,Late Cretaceous
Rhoetosaurus,Herbivorous,Mid Jurassic 177-169 million years ago,Australia,Sauropod,15.0,Dinosauria Saurischia Sauropodomorpha Sauropoda,Longman (1926),Brownei,https://www.nhm.ac.uk/discover/dino-directory/rhoetosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Rhoetosaurus.jpg,Australia,-24.7761086,134.755,Mid Jurassic
Rinchenia,Omnivorous,Late Cretaceous 72-68 million years ago,Mongolia,Small Theropod,2.5,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Oviraptorosauria Caenagnathoidea Oviraptoridae Oviraptorinae,Barsbold (1986),Mongoliensis,https://www.nhm.ac.uk/discover/dino-directory/rinchenia.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Rinchenia.jpg,"Mongolia, Markham, Whitchurch-Stouffville, York Region, Golden Horseshoe, Ontario, L4A 1S5, Canada",43.9382593,-79.2235563,Late Cretaceous
Riojasaurus,Herbivorous,Late Triassic 221-210 million years ago,Argentina,Sauropod,5.15,Dinosauria Saurischia Sauropodomorpha Prosauropoda Anchisauria Melanorosauridae,Bonaparte (1969),Incertus,https://www.nhm.ac.uk/discover/dino-directory/riojasaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Riojasaurus.jpg,Argentina,-34.9964963,-64.9672817,Late Triassic
Rugops,Carnivorous,Late Cretaceous 95 million years ago,Niger,Large Theropod,7.0,Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria Neoceratosauria Abelisauridae,Sereno Wilson and Conrad (2004),Primus,https://www.nhm.ac.uk/discover/dino-directory/rugops.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Rugops.jpg,Niger,17.7356214,9.3238432,Late Cretaceous
Saichania,Herbivorous,Late Cretaceous 80 million years ago,Mongolia,Armoured Dinosaur,6.6,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria Ankylosauridae,Maryañska (1977),Chulsanensis,https://www.nhm.ac.uk/discover/dino-directory/saichania.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/saich.jpg,"Mongolia, Markham, Whitchurch-Stouffville, York Region, Golden Horseshoe, Ontario, L4A 1S5, Canada",43.9382593,-79.2235563,Late Cretaceous
Saltasaurus,Herbivorous,Late Cretaceous 70-65 million years ago,Argentina,Sauropod,12.0,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia Saltasauridae,Bonaparte and Powell (1980),Loricatus,https://www.nhm.ac.uk/discover/dino-directory/saltasaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/salta.jpg,Argentina,-34.9964963,-64.9672817,Late Cretaceous
Sarcosaurus,Carnivorous,Early Jurassic 202-195 million years ago,United Kingdom,Small Theropod,3.0,Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria,Andrews (1921),Woodi,https://www.nhm.ac.uk/discover/dino-directory/sarcosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Sarcosaurus.jpg,United Kingdom,54.7023545,-3.2765753,Early Jurassic
Saurolophus,Herbivorous,Late Cretaceous 74-70 million years ago,Mongolia,Euornithopod,9.0,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Hadrosaurinae,Brown (1912),Osborni,https://www.nhm.ac.uk/discover/dino-directory/saurolophus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/sauro.jpg,"Mongolia, Markham, Whitchurch-Stouffville, York Region, Golden Horseshoe, Ontario, L4A 1S5, Canada",43.9382593,-79.2235563,Late Cretaceous
Sauropelta,Herbivorous,Early Cretaceous 121-94 million years ago,USA,Armoured Dinosaur,6.5,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria Nodosauridae,Ostrom (1970),Edwardsorum,https://www.nhm.ac.uk/discover/dino-directory/sauropelta.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Sauropelta.jpg,United States,39.7837304,-100.445882,Early Cretaceous
Saurophaganax,Carnivorous,Late Jurassic 154-142 million years ago,USA,Large Theropod,12.0,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria Allosauroidea Allosauridae,Chure (1996),Maximus,https://www.nhm.ac.uk/discover/dino-directory/saurophaganax.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Saurophaganax.jpg,United States,39.7837304,-100.445882,Late Jurassic
